,prices,market_caps,total_volumes,dates
88,6897.26857786945,116900853303.24556,4264255594.746104,2018-03-31 00:00:00.000
89,6975.27531402076,118234055446.5432,2565052340.2323847,2018-04-01 00:00:00.000
90,6836.57232729678,115896903503.05841,2649647152.1697764,2018-04-02 00:00:00.000
91,7080.41723231299,120044225923.52736,2253363912.1674647,2018-04-03 00:00:00.000
92,7464.35609406668,126568883854.60773,2762080502.6107836,2018-04-04 00:00:00.000
93,6845.31597826858,116084750821.3726,2544238382.121464,2018-04-05 00:00:00.000
94,6855.42230460675,116269847527.26425,2568972345.7027025,2018-04-06 00:00:00.000
95,6628.75445585626,112436767361.37248,1840465005.5711513,2018-04-07 00:00:00.000
96,6884.47723505995,116789559212.79994,1856418405.5749633,2018-04-08 00:00:00.000
97,6984.8089659738,118505840498.72884,1413593787.1878273,2018-04-09 00:00:00.000
98,6778.4915700774,115017783885.65182,2437632634.2860556,2018-04-10 00:00:00.000
99,6829.31650379539,115885988821.25359,1550558592.492434,2018-04-11 00:00:00.000
100,6925.10199547663,117533696704.9788,1586992258.3407943,2018-04-12 00:00:00.000
101,7836.39699399927,133015394395.9933,4980342880.0008135,2018-04-13 00:00:00.000
102,7845.75284010594,133189892501.28044,3910297535.1571007,2018-04-14 00:00:00.000
103,7897.71993085806,134086501771.11679,2294693915.2394795,2018-04-15 00:00:00.000
104,8258.06708369755,140220533919.44476,2350690710.8285303,2018-04-16 00:00:00.000
105,8030.99926195254,136379313438.7644,2754142166.1939588,2018-04-17 00:00:00.000
106,7873.63551010255,133722872890.26543,2491337660.023414,2018-04-18 00:00:00.000
107,8097.41823310301,137539507140.1945,2326968646.2908115,2018-04-19 00:00:00.000
108,8277.46063916253,140616565985.04083,2422027692.486585,2018-04-20 00:00:00.000
109,8499.45000871487,144401932888.96182,2961030105.150343,2018-04-21 00:00:00.000
110,8878.42826029723,150858701627.6664,3214807963.4541373,2018-04-22 00:00:00.000
111,8769.01199947348,149017082314.25253,2503340749.6093006,2018-04-23 00:00:00.000
112,8881.39170434545,150943914745.9957,2205498227.200402,2018-04-24 00:00:00.000
113,9716.48975733072,165155791737.985,4398198651.199843,2018-04-25 00:00:00.000
114,8825.2025000693,150020058558.80304,5523433548.358508,2018-04-26 00:00:00.000
115,9221.86802618436,156779014055.27072,3847600029.5564957,2018-04-27 00:00:00.000
116,8940.38112200719,152009053536.4553,2839339948.818213,2018-04-28 00:00:00.000
117,9249.65952508923,157282709009.46033,3006508147.8120923,2018-04-29 00:00:00.000
118,9325.62885104679,158592809944.5081,2827554754.4722853,2018-04-30 00:00:00.000
119,9198.18950997327,156443377473.375,2508704421.0187726,2018-05-01 00:00:00.000
120,9024.3875117766,153504488648.5945,2661071473.28962,2018-05-02 00:00:00.000
121,9122.65301383019,155192629946.18726,2179558786.4918017,2018-05-03 00:00:00.000
122,9551.13518381566,162498830620.22913,1228125377.9488525,2018-05-04 00:00:00.000
123,9634.53822597227,163935762593.6642,2695999383.5138526,2018-05-05 00:00:00.000
124,9766.24448548887,166195961946.18,2617990803.561576,2018-05-06 00:00:00.000
125,9583.87174550137,163109111220.656,2626417557.0669236,2018-05-07 00:00:00.000
126,9308.26502572185,158435513589.56033,2767085706.197567,2018-05-08 00:00:00.000
127,9149.51783314723,155749835750.4752,2455200521.7337303,2018-05-09 00:00:00.000
128,9248.96039558449,157460887034.23203,2363841215.4382,2018-05-10 00:00:00.000
129,8969.94037574258,152728483795.6562,2359598426.330252,2018-05-11 00:00:00.000
130,8405.5605632418,143131877388.73486,3726075355.3037004,2018-05-12 00:00:00.000
131,8480.58037612559,144426929746.49615,2995955136.9111686,2018-05-13 00:00:00.000
132,8683.9862031429,147906738510.20526,2283320839.5720086,2018-05-14 00:00:00.000
133,8696.97400387283,148142733211.5191,3143239503.891285,2018-05-15 00:00:00.000
134,8473.34864905366,144348790079.53476,2586241489.8424945,2018-05-16 00:00:00.000
135,8343.1252216955,142149224754.09787,2772906142.3921065,2018-05-17 00:00:00.000
136,8056.05319237475,137271416445.43767,2173653717.1690426,2018-05-18 00:00:00.000
137,8202.82540955214,139787112156.34103,2127912775.3863177,2018-05-19 00:00:00.000
138,8180.62700991409,139424471286.71832,1672351902.7302613,2018-05-20 00:00:00.000
139,8443.26024591542,143916527618.282,1660868681.4973857,2018-05-21 00:00:00.000
140,8354.99633591748,142427831413.29367,1711697912.2659817,2018-05-22 00:00:00.000
141,8009.2995067828,136550347058.65228,1895031387.309464,2018-05-23 00:00:00.000
142,7556.31604292077,128842835523.63457,2777184892.7350817,2018-05-24 00:00:00.000
143,7563.43546544346,128977752305.11423,2602938656.909345,2018-05-25 00:00:00.000
144,7472.02260174872,127435061535.96555,1959178260.217828,2018-05-26 00:00:00.000
145,7328.87167436352,125008468874.28679,1289488237.4471545,2018-05-27 00:00:00.000
146,7326.64394017867,124985768473.80345,1247227035.27444,2018-05-28 00:00:00.000
147,7111.06892466996,121322210033.3444,1770692328.4028218,2018-05-29 00:00:00.000
148,7451.2308372653,127138205821.77669,2224251684.1663904,2018-05-30 00:00:00.000
149,7380.8515577098,125953862789.73985,1772428207.794572,2018-05-31 00:00:00.000
150,7460.16694986577,127322669333.3591,1714862985.0808516,2018-06-01 00:00:00.000
151,7487.07630453815,127797556817.80017,1637953742.8095627,2018-06-02 00:00:00.000
152,7567.51293761927,129185013358.09856,1531230053.8451543,2018-06-03 00:00:00.000
153,7639.87944568278,130436135448.66774,1432775393.8161438,2018-06-04 00:00:00.000
154,7463.65499554503,127444424300.66489,1643488925.3602982,2018-06-05 00:00:00.000
155,7569.01133988542,129259980382.17676,1754013549.8288014,2018-06-06 00:00:00.000
156,7605.57848860797,129898428226.34839,1562705992.3836496,2018-06-07 00:00:00.000
157,7613.77739337755,130052073722.89095,1459894514.226805,2018-06-08 00:00:00.000
158,7561.16610052452,129167113170.94856,1362045102.4224646,2018-06-09 00:00:00.000
159,7415.00137858946,126683533782.87282,1102262799.2103968,2018-06-10 00:00:00.000
160,6767.49948454925,115631864817.82808,2788497500.7839518,2018-06-11 00:00:00.000
161,6880.13364875604,117568067796.62566,1973448735.786416,2018-06-12 00:00:00.000
162,6581.82807522796,112482862604.77522,2060764062.9813228,2018-06-13 00:00:00.000
163,6334.09890642618,108260201574.01901,2571112868.4509044,2018-06-14 00:00:00.000
164,6644.72067973844,113582443265.84215,2354179149.4928327,2018-06-15 00:00:00.000
165,6406.80704950998,109527730085.0741,1740752641.6341267,2018-06-16 00:00:00.000
166,6478.81592433021,110772203147.8282,1306649275.5030081,2018-06-17 00:00:00.000
167,6418.85000188746,109759607021.02477,1120785833.1800666,2018-06-18 00:00:00.000
168,6677.53340291194,114196505243.23883,1750367371.2555826,2018-06-19 00:00:00.000
169,6708.68182027534,114742187734.30663,1649449915.2393851,2018-06-20 00:00:00.000
170,6714.37546123014,114852494305.80463,1626421446.364752,2018-06-21 00:00:00.000
171,6690.832151608,114463912846.04523,1400178395.5280418,2018-06-22 00:00:00.000
172,6088.57944239075,104172397755.09848,2932411240.2020984,2018-06-23 00:00:00.000
173,6169.43726386169,105568325740.5693,1635692582.8272383,2018-06-24 00:00:00.000
174,6159.70719379414,105415073017.07509,2452039491.998072,2018-06-25 00:00:00.000
175,6241.84871170546,106832748619.81493,4326984848.152794,2018-06-26 00:00:00.000
176,6069.87260616628,103900589095.60583,3248018159.5091834,2018-06-27 00:00:00.000
177,6117.03640962264,104717160923.03616,2057221707.976688,2018-06-28 00:00:00.000
178,5879.98897440643,100670773791.78275,1928320709.0794477,2018-06-29 00:00:00.000
179,6182.25674792295,105857391286.9164,2341618860.2006936,2018-06-30 00:00:00.000
180,6366.49946751097,109023438456.36497,2086842501.722632,2018-07-01 00:00:00.000
181,6312.87724313135,108116702994.83368,2601785821.8298526,2018-07-02 00:00:00.000
182,6595.5473128085,112969688594.56374,3392521918.1209335,2018-07-03 00:00:00.000
183,6497.60735494217,111301577387.40128,3013786718.6534033,2018-07-04 00:00:00.000
184,6562.7217371211,112427869579.76012,3111969366.0956326,2018-07-05 00:00:00.000
185,6537.74087162192,112011029362.86702,3315114737.710066,2018-07-06 00:00:00.000
186,6603.29470396542,113147533991.98392,4742128037.640009,2018-07-07 00:00:00.000
187,6759.83608914527,115842716194.10664,6047929422.833753,2018-07-08 00:00:00.000
188,6700.63547905209,114841688927.81284,5015170529.876131,2018-07-09 00:00:00.000
189,6648.256795903321,113955190214.94202,5246420831.047288,2018-07-10 00:00:00.000
190,6303.380664729323,108055463516.65717,4358427107.61466,2018-07-11 00:00:00.000
191,6373.234804689936,109263693476.82497,3969169303.744414,2018-07-12 00:00:00.000
192,6230.5901971047815,106829387990.04874,3534743492.203714,2018-07-13 00:00:00.000
193,6248.397313033797,107145717585.4774,3951261052.820787,2018-07-14 00:00:00.000
194,6246.13741162634,107117271573.7231,3709146622.835988,2018-07-15 00:00:00.000
195,6349.695836710773,108903950780.21829,2857367439.538571,2018-07-16 00:00:00.000
196,6741.6919602852695,115637208433.3911,4559363479.1402855,2018-07-17 00:00:00.000
197,7303.373059795855,125285895738.59448,6194130741.142913,2018-07-18 00:00:00.000
198,7334.771372076191,125840376647.27176,4843025304.5135565,2018-07-19 00:00:00.000
199,7442.800738748321,127709804699.66203,4107857510.670374,2018-07-20 00:00:00.000
200,7331.871523239401,125820597539.21863,3727831730.875354,2018-07-21 00:00:00.000
201,7379.137271821949,126644347498.85966,2892881147.245292,2018-07-22 00:00:00.000
202,7395.8664054401,126948286633.17482,5717881945.865358,2018-07-23 00:00:00.000
203,7704.99567890457,132270404905.45909,6202101797.69894,2018-07-24 00:00:00.000
204,8422.37392335148,144602365043.07205,5592076817.676129,2018-07-25 00:00:00.000
205,8144.553482041877,139850429188.6199,4086880124.497768,2018-07-26 00:00:00.000
206,7929.079243602936,136166569453.30632,3429994449.907072,2018-07-27 00:00:00.000
207,8145.333168120666,139897416706.44568,3624913497.9544983,2018-07-28 00:00:00.000
208,8192.13570223742,140716208459.56802,3659115450.6126037,2018-07-29 00:00:00.000
209,8197.593575814208,140827378169.39276,2598593361.850844,2018-07-30 00:00:00.000
210,8185.921138302329,140640772123.99832,3497813384.6209693,2018-07-31 00:00:00.000
211,7738.249304586212,132963528816.20732,4675498855.415108,2018-08-01 00:00:00.000
212,7612.300753683117,130813483341.75774,11591125727.422794,2018-08-02 00:00:00.000
213,7540.633150617145,129596337579.7665,6834800615.470859,2018-08-03 00:00:00.000
214,7411.66638248389,127395242323.66476,5580835718.27458,2018-08-04 00:00:00.000
215,7009.012011793916,120489906899.28981,5952900997.745494,2018-08-05 00:00:00.000
216,7036.60933127318,120977961419.31384,5989412029.067531,2018-08-06 00:00:00.000
217,6926.116778774001,119089729729.2738,6927841831.688437,2018-08-07 00:00:00.000
218,6711.73242235858,115416628667.98373,6729676123.905343,2018-08-08 00:00:00.000
219,6259.527709667595,107652609456.40524,6834119514.685925,2018-08-09 00:00:00.000
220,6531.249786737056,112337822894.36668,5843796067.332067,2018-08-10 00:00:00.000
221,6166.590417501742,106079149843.79391,6731245061.318041,2018-08-11 00:00:00.000
222,6205.218479944854,106756980148.52301,5708911347.302448,2018-08-12 00:00:00.000
223,6318.407221774424,108716328040.72339,5507023282.246057,2018-08-13 00:00:00.000
224,6283.99625058153,108135868387.49329,5381627198.227136,2018-08-14 00:00:00.000
225,6212.2260400556115,106911788926.75307,7179484727.419351,2018-08-15 00:00:00.000
226,6267.76870877378,107788817699.53123,6619548180.387301,2018-08-16 00:00:00.000
227,6309.385226218996,108578823549.00035,5982589406.965,2018-08-17 00:00:00.000
228,6566.715163377382,113018605465.47177,6206194158.951437,2018-08-18 00:00:00.000
229,6382.0605914076095,109889851531.17278,5616965845.869809,2018-08-19 00:00:00.000
230,6475.494019667379,111490970656.3322,5160365103.111909,2018-08-20 00:00:00.000
231,6242.8824384007985,107511643840.85838,5578292470.702208,2018-08-21 00:00:00.000
232,6467.271730309675,111399689881.15749,5658517103.312642,2018-08-22 00:00:00.000
233,6336.6563271087025,109149076720.34018,6759411527.692144,2018-08-23 00:00:00.000
234,6521.065718268509,112327439428.77159,6096332849.286637,2018-08-24 00:00:00.000
235,6684.379144206679,115177527171.81319,6913767387.863615,2018-08-25 00:00:00.000
236,6736.036057516459,116073397012.0424,5280060347.564506,2018-08-26 00:00:00.000
237,6728.2880026290095,115406552890.99017,5215045899.16829,2018-08-27 00:00:00.000
238,6911.096028949572,118546009735.9248,5444349729.346103,2018-08-28 00:00:00.000
239,7075.9834051051,121992306938.18849,6246602891.545194,2018-08-29 00:00:00.000
240,7046.748947280631,121479639297.29665,5976493148.705724,2018-08-30 00:00:00.000
241,7024.14510718162,121103237785.70247,6587864491.268964,2018-08-31 00:00:00.000
242,7027.631279401852,121186316787.30235,5959884320.762271,2018-09-01 00:00:00.000
243,7211.270767868822,124380655386.09407,6257915213.839819,2018-09-02 00:00:00.000
244,7305.272801003753,125994361368.72597,6640164154.549976,2018-09-03 00:00:00.000
245,7260.897516647864,125200923805.39091,4511643009.568316,2018-09-04 00:00:00.000
246,7359.462992923027,126949626755.787,5344233220.454348,2018-09-05 00:00:00.000
247,6764.926773778225,116602093876.15263,7036065651.078336,2018-09-06 00:00:00.000
248,6498.2796126096555,112034863191.16696,6558109770.577363,2018-09-07 00:00:00.000
249,6397.81887024023,110396118506.89438,4422971841.981781,2018-09-08 00:00:00.000
250,6181.19445075213,106668555553.51491,3851077568.004001,2018-09-09 00:00:00.000
251,6260.764806062476,108219061918.52274,4174629547.594032,2018-09-10 00:00:00.000
252,6308.135474616629,108846231385.41852,4504626593.565221,2018-09-11 00:00:00.000
253,6278.917069628559,108449181464.89592,5001529025.0324745,2018-09-12 00:00:00.000
254,6330.574238022664,109298582014.21779,5026516732.831187,2018-09-13 00:00:00.000
255,6486.461630393616,112124461661.13242,4987196751.843109,2018-09-14 00:00:00.000
256,6500.01225461663,112334356298.05247,5350596522.1363,2018-09-15 00:00:00.000
257,6530.221146234664,112796085614.54744,4295951323.506035,2018-09-16 00:00:00.000
258,6506.248493217292,112373562206.64603,4715407407.2624035,2018-09-17 00:00:00.000
259,6250.121727322729,107960190646.44861,4600931272.400568,2018-09-18 00:00:00.000
260,6347.069255451608,109629673484.58704,4472798160.224327,2018-09-19 00:00:00.000
261,6383.753841158382,110292032124.89343,5380977505.120019,2018-09-20 00:00:00.000
262,6491.885242276883,112172960507.04015,5059042419.562756,2018-09-21 00:00:00.000
263,6753.8344721403255,116710823191.41154,5931455399.756281,2018-09-22 00:00:00.000
264,6747.032172960024,116607568773.97198,5159534298.571353,2018-09-23 00:00:00.000
265,6711.029451815934,116001860055.71248,4322794079.140574,2018-09-24 00:00:00.000
266,6596.187313045577,114024650850.04753,4626497701.607775,2018-09-25 00:00:00.000
267,6441.311544542553,111360852966.35107,4580781824.213022,2018-09-26 00:00:00.000
268,6462.795635292239,111760801180.65999,3788299697.410916,2018-09-27 00:00:00.000
269,6704.704245729721,115905890382.87775,4690261094.515134,2018-09-28 00:00:00.000
270,6634.765964572905,114768551691.0015,3140320712.2600975,2018-09-29 00:00:00.000
271,6606.073795422076,114265552573.72394,2294291064.4914503,2018-09-30 00:00:00.000
272,6626.037956098487,114617564007.79602,1908960742.721659,2018-10-01 00:00:00.000
273,6598.841259755177,114225251470.51224,1893760872.9018476,2018-10-02 00:00:00.000
274,6524.60769791521,112814709079.4464,2035903501.1612606,2018-10-03 00:00:00.000
275,6499.262379115219,112545036630.82414,2247969611.1974277,2018-10-04 00:00:00.000
276,6578.701809284849,113846158429.54834,2059404665.1894457,2018-10-05 00:00:00.000
277,6621.189363919919,114567814410.76247,1840911129.5584166,2018-10-06 00:00:00.000
278,6589.124681678888,114021329402.35275,1464404365.51708,2018-10-07 00:00:00.000
279,6584.832153052514,113962679824.78195,1499424737.458561,2018-10-08 00:00:00.000
280,6653.089450830426,115167647222.33853,2081626437.4631693,2018-10-09 00:00:00.000
281,6633.745729917172,114837789505.01476,1741398466.9025888,2018-10-10 00:00:00.000
282,6582.455082387102,113987017102.36557,2070407901.7011054,2018-10-11 00:00:00.000
283,6234.367641454442,108155761830.83029,3581191342.767335,2018-10-12 00:00:00.000
284,6285.592982799844,108845285496.56729,2295615181.287238,2018-10-13 00:00:00.000
285,6314.883384422573,109372673141.74013,1851879464.8516304,2018-10-14 00:00:00.000
286,6328.554760034424,109624316973.41199,1847113723.7353718,2018-10-15 00:00:00.000
287,6659.87550840943,115236573309.55287,6217858944.018429,2018-10-16 00:00:00.000
288,6635.125667516839,114960968517.5375,2746546151.2501135,2018-10-17 00:00:00.000
289,6635.741832487943,114953321633.49261,2820354466.330306,2018-10-18 00:00:00.000
290,6517.511087710534,112970698851.37468,2625598930.5728407,2018-10-19 00:00:00.000
291,6483.827769471798,112394945004.92676,2652532021.929972,2018-10-20 00:00:00.000
292,6532.678750383806,113214078424.96126,2387105749.143392,2018-10-21 00:00:00.000
293,6529.670021370842,113208108538.70485,2127987152.5866547,2018-10-22 00:00:00.000
294,6512.589059298922,112905904007.05743,2655159954.716826,2018-10-23 00:00:00.000
295,6472.799660641591,112227883463.22098,2784381146.568883,2018-10-24 00:00:00.000
296,6481.443589558082,112363064964.16649,2607022301.561287,2018-10-25 00:00:00.000
297,6458.191521836801,112010056845.21841,2618534041.346836,2018-10-26 00:00:00.000
298,6468.826424965618,112200801079.02803,2698016930.8820057,2018-10-27 00:00:00.000
299,6457.058635186671,111998326691.92026,2383295890.5582404,2018-10-28 00:00:00.000
300,6481.323141667608,112422008134.01062,2065446088.788402,2018-10-29 00:00:00.000
301,6292.6479239344,109167179052.3813,3631795693.013341,2018-10-30 00:00:00.000
302,6331.781807909807,109890575608.10541,1962209613.9889975,2018-10-31 00:00:00.000
303,6366.720109554257,110487418903.24472,2042670545.032488,2018-11-01 00:00:00.000
304,6379.972972168429,110896563654.92197,2922702484.006447,2018-11-02 00:00:00.000
305,6425.4415830402095,111528929052.5205,2675454291.399585,2018-11-03 00:00:00.000
306,6388.1897883073725,110888814023.684,2582446886.6230755,2018-11-04 00:00:00.000
307,6351.061941056285,110241536216.1873,3198297931.7470818,2018-11-05 00:00:00.000
308,6415.443408541094,111383003826.06792,3213571991.0860043,2018-11-06 00:00:00.000
309,6474.847290336688,112347500910.42685,3408876943.8566713,2018-11-07 00:00:00.000
310,6574.801180290013,113943582818.14384,3120683820.785003,2018-11-08 00:00:00.000
311,6490.454730761757,112723294658.02623,2402484611.4646854,2018-11-09 00:00:00.000
312,6413.78203857173,111440702127.79549,2707057000.4786224,2018-11-10 00:00:00.000
313,6429.898792074219,111308110603.00995,1672332107.6089764,2018-11-11 00:00:00.000
314,6434.2845969255495,111773252086.90735,2943678893.5684266,2018-11-12 00:00:00.000
315,6411.353436205148,111385885801.71518,2651674690.982871,2018-11-13 00:00:00.000
316,6394.289276264062,111126759494.65367,2890964719.217386,2018-11-14 00:00:00.000
317,5788.612494046974,100585460320.22012,5690409836.804629,2018-11-15 00:00:00.000
318,5686.541131058274,98829079080.72421,4981978552.514329,2018-11-16 00:00:00.000
319,5609.956182334204,97344067023.98213,3236633357.0467114,2018-11-17 00:00:00.000
320,5599.1915956893035,97299989131.4034,2525819291.4931545,2018-11-18 00:00:00.000
321,5638.861481452398,98118875508.37688,2422604400.7507744,2018-11-19 00:00:00.000
322,4889.197859239111,85228342224.35999,6126269575.232113,2018-11-20 00:00:00.000
323,4450.711454417822,76601948314.49545,6314969584.020993,2018-11-21 00:00:00.000
324,4613.44841218385,80360705527.42929,4321511764.357207,2018-11-22 00:00:00.000
325,4307.388731717267,75518575145.29533,3055231902.513544,2018-11-23 00:00:00.000
326,4376.904946801552,76120308175.56718,3520222575.53617,2018-11-24 00:00:00.000
327,3895.8368129589876,67756132282.086784,3115187178.442392,2018-11-25 00:00:00.000
328,4039.836551137432,70327984591.03267,5226773378.179892,2018-11-26 00:00:00.000
329,3811.9235292664935,66796155268.6834,4652103083.720623,2018-11-27 00:00:00.000
330,3832.92451590069,66811830848.48212,4050028039.1486397,2018-11-28 00:00:00.000
331,4267.243628990657,74381953561.03812,4973628807.699461,2018-11-29 00:00:00.000
332,4279.475592548712,74400715839.6163,4313265392.487118,2018-11-30 00:00:00.000
333,4009.6895798259993,69715049461.01839,4007783472.5882053,2018-12-01 00:00:00.000
334,4189.573822999859,73075855208.30002,3183894471.4847646,2018-12-02 00:00:00.000
335,4124.593548643215,71784475615.70909,3242289555.8219714,2018-12-03 00:00:00.000
336,3878.8392347832714,67489136960.41757,3128854932.5753694,2018-12-04 00:00:00.000
